o_orderkey,o_custkey,o_orderstatus,o_totalprice,o_orderdate,o_orderpriority,o_clerk,o_shippriority,o_comment,c_custkey,c_name,c_address,c_nationkey,c_phone,c_acctbal,c_mktsegment,c_comment
38819,155,F,30969.06,1993-01-12,1-URGENT,Clerk#000000523,0,lly even packages at the carefully express instructions boost,155,Customer#000000155,G0z8BKI8yeLN uBvI,0,10-566-282-8705,5902.85,AUTOMOBILE, the quickly unusual accounts. dependencies boost furiously bold foxes. 
38851,619,F,65702.57,1992-06-11,1-URGENT,Clerk#000000028,0,ically final requests. regular requests boost. specia,619,Customer#000000619,VPu dvaqrCNzTOeRYX9rWFnEidi97JxN,24,34-245-618-6317,2336.99,FURNITURE, packages haggle quickly regular exc
38854,485,O,169327.92,1996-02-10,1-URGENT,Clerk#000000796,0,efully express gifts wake according to the silent excuses,485,Customer#000000485,4MlPw4oa0h,19,29-434-961-1623,8695.45,MACHINERY,blithely silent requests eat slyly with the blithely
38883,953,O,89947.52,1996-08-14,1-URGENT,Clerk#000000122,0,ding requests are ruthlessly. express asymptotes sleep quickl,953,Customer#000000953,"WjhaS7s88F,bhwYTeB1A5wdv6F",22,32-829-961-2870,6292.06,BUILDING,theodolites cajole after the carefully regular courts. final packages lose fluffily.
38977,578,F,231348.3,1993-02-13,1-URGENT,Clerk#000000733,0,"y. blithely final packages sleep furiously. regular, regular multiplie",578,Customer#000000578,Eu61rqopcZsjqtE7OCBFZdyt4fx45DnXPAb6np,14,24-278-860-9263,6181.23,FURNITURE,"press instructions use sometimes regular, express pint"
38981,572,F,87111.92,1993-01-30,1-URGENT,Clerk#000000436,0,ithely pending requests across the silent accounts sleep fluffily after t,572,Customer#000000572,eLW2AQWRpAlGsEEzLU,11,21-425-209-5033,7252.65,AUTOMOBILE,cies haggle furiously furiously silent packages. furi
39009,283,O,140793.42,1997-07-13,1-URGENT,Clerk#000000256,0,r accounts sleep. foxes engage furiously along the p,283,Customer#000000283,Itzjny7g6g3mHNpKyirfB7yy7CrTIYHwuZrdXq,7,17-111-303-1282,4450.03,AUTOMOBILE,ove the packages are furiously slyly final packages. requests across the foxes use fluffily bold instru
39040,494,F,139368.05,1994-05-22,1-URGENT,Clerk#000000994,0,deposits wake furiously. blithe,494,Customer#000000494,lgK7HklFa o14OGNy8AJ2oCBpKEoJGEi,10,20-330-453-6579,6295.47,FURNITURE,oxes. express accounts cajole slyly about the special instru
39041,529,O,306266.58,1995-10-27,1-URGENT,Clerk#000000140,0,kages integrate slyly. blithely even escapades wake around th,529,Customer#000000529,DkgKvNorCNCtc9gchRCu8AssNG2tlcw3EYlSTo,15,25-383-240-7326,9647.58,FURNITURE,ously regular requests. fluffily even packages after the slyly final accounts unwind quickly express theod
39042,244,F,73316.95,1994-08-18,1-URGENT,Clerk#000000241,0," the blithely special ideas. pending, silent requests was ",244,Customer#000000244,mp5PoCm5QlRbSgCLAacY6x3M5v,15,25-621-225-8173,2506.38,HOUSEHOLD,egrate slyly along the blithely final requests. regular de
39045,370,F,144504.68,1992-09-15,1-URGENT,Clerk#000000545,0,blithely even warhorses. carefully regular ideas haggle across ,370,Customer#000000370,DtqbDO5rid,12,22-524-280-8721,8982.79,FURNITURE,nstructions. furious requests across the ironic
39076,88,F,152274.27,1994-12-12,1-URGENT,Clerk#000000204,0,ajole. slyly ironic deposits wake blithely.,88,Customer#000000088,wyGHpeRMt mxmd8fEelFiXMTHnVg3OL,16,26-516-273-2566,8031.44,AUTOMOBILE,ts. unusual foxes use excuses; final courts doubt special packages. furiously regular platelets abo
39107,574,O,108517.31,1995-12-05,1-URGENT,Clerk#000000088,0,"nst the express, regular deposits. accounts alongside of the even, regula",574,Customer#000000574,"AQy5fOEB,T0",8,18-676-218-1058,9787.56,FURNITURE,ously regular asymptotes integrate furiously along the blithely final instructions. t
39173,556,F,218847.08,1994-01-17,1-URGENT,Clerk#000000080,0,ole furiously. quickly expre,556,Customer#000000556,"7ejFF6Gxta7aXQf4o59uA3QyzuN,qfV3v",1,11-934-412-5846,7944.22,MACHINERY,furiously final asymptotes are quickly pending d
39174,19,O,267133.62,1997-06-14,1-URGENT,Clerk#000000205,0,y regular packages engage quickly alongside of the slyly ironic packages. ,19,Customer#000000019,yO0XPkiuSWk0vN FfcH5 IA3oBYy ,18,28-396-526-5053,8914.71,HOUSEHOLD,ly final pinto beans boost carefully. furiously unusual requests boost furiously
39203,733,F,52272.47,1992-04-08,1-URGENT,Clerk#000000935,0,p across the pending notornis. furiously bold instructions sleep. furiously,733,Customer#000000733,"hzTmNZKTsncR,VygkNkOmyCEneOJdNRbgYOO",13,23-110-948-6754,4351.09,HOUSEHOLD,y instructions cajole furiously-- fluffily final foxes wake furiously caref
39207,34,F,169283.27,1994-09-06,1-URGENT,Clerk#000000196,0,jole. furiously even platelets haggle furiou,34,Customer#000000034,"bUkRv2UNDOtEycuW,RuKn0eYg6",15,25-344-968-5422,8589.7,HOUSEHOLD,s. furiously final asymptotes wake. ironic fo
39330,755,F,160060.14,1993-07-18,1-URGENT,Clerk#000000941,0,egrate along the carefully unusual instructions. regular deposits are,755,Customer#000000755,mY22Pa7Ym5,16,26-395-247-2207,7631.94,HOUSEHOLD, haggle slyly carefully daring pinto beans.
39425,442,F,238651.07,1992-08-17,1-URGENT,Clerk#000000239,0,xes. quickly pending dependenc,442,Customer#000000442,AwKQtMhlfcZOHser,1,11-240-523-8711,4157.0,FURNITURE, carefully pending packages wake slyly across the requests. sometimes final depo
39426,316,F,201345.62,1994-05-27,1-URGENT,Clerk#000000771,0,haggle furiously express foxes. f,316,Customer#000000316,tmrNdYQAHQl,8,18-171-394-5011,4571.78,MACHINERY,lar accounts nag quickly. regular requests against the carefully final accounts promise blithely regular in
39431,416,F,53224.01,1992-05-22,1-URGENT,Clerk#000000826,0,c deposits haggle blithely across the,416,Customer#000000416,METjTHUz2JhL3yyd7,12,22-651-146-4780,4365.28,MACHINERY,ccounts detect after the furiously ironic ideas. fu
39462,550,O,162944.45,1996-05-03,1-URGENT,Clerk#000000768,0,ites wake blithely along th,550,Customer#000000550,BVrKgwOTbpbctN0k,17,27-938-997-6262,7270.82,FURNITURE,uests: fluffily regular deposits wake carefully. unusual platelet
39495,920,F,177618.52,1994-02-02,1-URGENT,Clerk#000000909,0,ording to the blithely bold dependencies. blithely ,920,Customer#000000920,Dnpl4hibUeVcF29cEAopH5B58IUxlQ,2,12-905-464-3299,990.58,HOUSEHOLD,"ns lose carefully among the bold, regular deposit"
39524,160,O,111600.31,1996-09-23,1-URGENT,Clerk#000000621,0,"slyly across the always unusual accounts. asymptotes wake. express,",160,Customer#000000160,WzC5aYNco9q4p8,13,23-428-666-4806,4363.17,MACHINERY, theodolites cajole blithely dogged Tiresias. f
39588,274,O,92178.78,1997-12-20,1-URGENT,Clerk#000000491,0, unusual excuses haggle furiously finally unusual requests. final,274,Customer#000000274,RNMz3wdxEDcAzgK mZK DmqvNhdK1,19,29-330-389-1442,4425.42,FURNITURE,"r deposits. theodolites doubt. ironic, sil"
39589,712,F,87654.01,1994-08-03,1-URGENT,Clerk#000000950,0,dependencies haggle carefully ironic p,712,Customer#000000712,sSvYBjIqWv5qJyHrN39,6,16-843-486-5087,8667.09,BUILDING,unts. carefully bold courts haggle furiously among the slyly regular deposits? ironic warthogs wake furiously accord
39622,346,O,56787.88,1995-08-18,1-URGENT,Clerk#000000767,0, carefully special pinto b,346,Customer#000000346,hUZ8wjxMXmFOvLMG0TLRzcV4tiVSeP8TGXI9,2,12-100-890-4659,238.14,FURNITURE,hely according to the final accounts. furious 
39653,805,O,128403.23,1997-10-13,1-URGENT,Clerk#000000859,0,tegrate slyly along the carefully unusual pa,805,Customer#000000805,woguVtOjwvC8LLtPRALISNwAOFRf70Pfqk,10,20-732-989-5653,511.69,BUILDING, quickly unusual accounts haggle carefully after the even accounts. deposits cajole carefully bravely spec
39845,965,F,120403.33,1994-09-07,1-URGENT,Clerk#000000903,0,"al, final attainments sl",965,Customer#000000965,"7IKpO1RNZIgyaq5RyD4qp8nORFdu,E3F",2,12-893-735-6415,4768.8,MACHINERY,"instructions. pending foxes sleep quickly. fluffy, special foxe"
39872,862,F,199103.89,1993-02-23,1-URGENT,Clerk#000000162,0,s. blithely ironic pinto bea,862,Customer#000000862,tGQ10JcBSySepgR80hiblfVJEqEg0uIGHjmc,2,12-479-479-6941,2338.92,MACHINERY,long the even platelets. pinto beans nag slyly bold requests. slyly regular theodolites boost s
39877,541,F,152485.13,1992-08-17,1-URGENT,Clerk#000000009,0," beans. bold, special accounts sleep furiously",541,Customer#000000541,"1o IzTSvGjwWa,3Goff26cqhLHuv",0,10-362-308-9442,1295.54,FURNITURE,y regular packages. furiously regular requests run against the quickly stealth
39910,763,F,193998.95,1992-08-19,1-URGENT,Clerk#000000144,0,", express deposits nag carefully! regular foxes s",763,Customer#000000763,roe GQOLXQZhXQCQ5mE6WJkDjyO,1,11-232-719-3610,2650.27,BUILDING," accounts are across the regular, regular orbits. silent epitaphs haggle s"
39942,712,F,34329.74,1992-01-12,1-URGENT,Clerk#000000767,0,posits haggle blithely express depos,712,Customer#000000712,sSvYBjIqWv5qJyHrN39,6,16-843-486-5087,8667.09,BUILDING,unts. carefully bold courts haggle furiously among the slyly regular deposits? ironic warthogs wake furiously accord
39973,643,O,293424.7,1997-11-10,1-URGENT,Clerk#000000882,0,the blithely special foxes. quickly quick pinto beans boost,643,Customer#000000643,S7rYQxJLtlsba,0,10-978-597-2747,5184.7,FURNITURE,lithe instructions. blithely final deposits boost
40071,353,O,109416.75,1998-06-24,1-URGENT,Clerk#000000285,0,usly among the blithely special instructions. special idea,353,Customer#000000353,NLykoFfWPVAqgNw7MRPIi3sqj,10,20-733-644-2244,3199.03,BUILDING,grate above the slyly final requests. always special foxes haggle thin instructions. slyly sp
40160,347,F,123911.91,1994-10-16,1-URGENT,Clerk#000000047,0,"lar deposits. pending, ev",347,Customer#000000347,B97T4a DtGgnL7OWmI,1,11-519-832-9913,7348.92,BUILDING,according to the slyly even instructions. express theodolites boost. 
40162,365,F,33114.83,1993-01-25,1-URGENT,Clerk#000000184,0,phins cajole quickly along the s,365,Customer#000000365,bI19sstZu6,24,34-708-696-5226,737.03,HOUSEHOLD,"nding accounts. regular, bold ideas believe about the slyl"
40192,686,O,240348.85,1998-07-12,1-URGENT,Clerk#000000486,0, regular accounts grow slyly fluffily final ideas. carefully pending depo,686,Customer#000000686,",HroS064jMsi7o5p5",6,16-682-293-3599,5503.36,HOUSEHOLD,ep above the asymptotes. furiously silent accounts boost carefully against the furiously br
40229,904,O,160462.18,1997-06-13,1-URGENT,Clerk#000000144,0, furiously final dep,904,Customer#000000904,3NhmPetKn6Vn K44a2UCAQzA,5,15-940-929-4572,9562.82,BUILDING,nic asymptotes wake furiously express theodolites. 
40260,247,O,182196.3,1996-06-30,1-URGENT,Clerk#000000382,0,rate above the pending theodolites; slyly regular reques,247,Customer#000000247,eSAW4XaakYFj2WToKU,20,30-151-905-3513,8495.92,HOUSEHOLD,"tes nag according to the blithe, even packages. sometimes unusual packages integrate"
40291,271,F,71449.99,1992-04-16,1-URGENT,Clerk#000000329,0,bold ideas cajole carefully quickly ,271,Customer#000000271,d0jOM6Xr3mUT2u,6,16-621-282-5689,1490.35,MACHINERY, beans. ironic ideas are blithely a
40353,311,O,141555.89,1998-04-19,1-URGENT,Clerk#000000416,0,the blithely blithe pinto beans are furiously bold instructio,311,Customer#000000311,OwBdqaFMXEaZRknXzYKBnPGfYF15Xxx5Ub,23,33-919-292-8822,6589.5,AUTOMOBILE,pecial accounts boost quickly. blithely bold packages doubt carefully above the frays. regular ideas detect a
40359,571,F,86330.75,1993-02-07,1-URGENT,Clerk#000000415,0,efully ironic requests accor,571,Customer#000000571,Ko nnAeskJ QU0VhW k3b,2,12-115-414-4819,8993.23,HOUSEHOLD,"silent, brave ideas after the blithely ironic accounts b"
40387,10,O,180784.32,1998-02-21,1-URGENT,Clerk#000000704,0,"the regular, regular requests dazzle blithely beside the regular a",10,Customer#000000010,"Vf mQ6Ug9Ucf5OKGYq fsaX AtfsO7,rwY",5,15-741-346-9870,2753.54,HOUSEHOLD,g quickly after the evenly bold
40422,938,O,97425.54,1995-07-19,1-URGENT,Clerk#000000174,0,bold multipliers wake about the blithely even excuses. regular i,938,Customer#000000938,w AR8Y m4St365o4BQTxhI,12,22-157-321-7590,2584.52,BUILDING, about the idly regular instructions: accounts
40480,808,O,148205.88,1995-12-08,1-URGENT,Clerk#000000860,0,s platelets. slyly pending deposits after the fu,808,Customer#000000808,9Y4G8hokyDQJOlcCUe4OypX smFlME6d Kr,19,29-531-319-7726,5561.93,BUILDING,"usual pinto beans use carefully. express ideas boost. ironic, ironic Tir"
40518,365,F,57856.47,1994-03-14,1-URGENT,Clerk#000000400,0,"sly. silent, unusual asymptotes are blithel",365,Customer#000000365,bI19sstZu6,24,34-708-696-5226,737.03,HOUSEHOLD,"nding accounts. regular, bold ideas believe about the slyl"
40519,80,F,38491.4,1993-12-22,1-URGENT,Clerk#000000153,0,"nal accounts sublate. regular, ironic accounts ",80,Customer#000000080,h0wy3CSA2ps,0,10-267-172-7101,7383.53,FURNITURE,"ld, bold excuses sleep finally furiously pending pinto beans. furiously expres"
40547,517,F,115002.32,1994-07-10,1-URGENT,Clerk#000000759,0,sly regular requests haggle blithely accounts. pending accou,517,Customer#000000517,F8CVMjSlWmVgKFUYD4y6TWwLtbHcpKXt,10,20-475-741-4234,3959.71,FURNITURE,nst the carefully even theodolites haggle furiously acco
40576,878,F,6104.45,1992-06-04,1-URGENT,Clerk#000000063,0,ound the permanent ideas. regular re,878,Customer#000000878,"K6ojYIxkvGXcy7Ju2SBXWjI,0jLckq",15,25-465-180-9022,8781.53,FURNITURE,the quickly final deposits affix slyly a
40581,992,O,70497.66,1996-04-28,1-URGENT,Clerk#000000268,0,re ironic theodolites. accounts,992,Customer#000000992,6PIZdlLbMgw036,5,15-262-535-3924,5027.75,MACHINERY,ously even pinto beans are carefully accounts. slyly ironic multipliers detect furiously slyly ironic f
40582,112,O,132941.63,1997-06-04,1-URGENT,Clerk#000000160,0,"oxes. unusual, express pinto beans sleep blith",112,Customer#000000112,aOLKkYPcTaNoDLHBh7Z,19,29-233-262-8382,2953.35,FURNITURE,"uickly. express, ironic accounts are carefully. courts sleep along the blithely i"
40613,472,O,315759.32,1997-05-01,1-URGENT,Clerk#000000556,0,"final, even escapades. slyly ironic platelets about the regular, final d",472,Customer#000000472,K4KLD E7qmduReACST2vtyk KgfAdGIebJW,12,22-940-478-1933,7929.9,MACHINERY,ves. furiously unusual packages haggle slyly above t
40643,130,P,243949.05,1995-04-06,1-URGENT,Clerk#000000659,0,carefully even requ,130,Customer#000000130,"agbuYdL1t,6DrSvl41TlZmqwEfc9FZHSIj",9,19-190-993-9281,5073.58,HOUSEHOLD,nticing deposits poach slyly carefully close instructions. fluffily regular packages haggle slyl
40677,88,F,93542.1,1993-09-08,1-URGENT,Clerk#000000971,0,t thinly even platelets.,88,Customer#000000088,wyGHpeRMt mxmd8fEelFiXMTHnVg3OL,16,26-516-273-2566,8031.44,AUTOMOBILE,ts. unusual foxes use excuses; final courts doubt special packages. furiously regular platelets abo
40738,991,O,168791.6,1998-02-01,1-URGENT,Clerk#000000739,0,fully final instructions are. slyly ironic platelets,991,Customer#000000991,OgZkswZKF7,21,31-977-971-6175,6533.53,AUTOMOBILE,"y final packages. regular, even pinto beans wake. bold packages run furiously. furious, regular d"
40768,319,O,82116.7,1997-03-13,1-URGENT,Clerk#000000313,0,theodolites sleep furiousl,319,Customer#000000319,s6aVEmXzNC27Y,6,16-734-928-1642,1834.36,FURNITURE,"ke. final accounts sleep: regular, final accounts are. carefully even Ti"
40772,361,F,160131.72,1992-02-14,1-URGENT,Clerk#000000712,0,ce the permanently pending requests nod furiously to the blithely careful r,361,Customer#000000361,"G,lSHfh5MUYOP",20,30-164-267-4590,7451.84,BUILDING,ackages engage bold foxes-- slyly final
40773,338,F,17797.46,1994-11-07,1-URGENT,Clerk#000000640,0, blithely even packages integrate carefully ,338,Customer#000000338,"sQI2qN4Ki,DGk8hxTcKwhAewbgJulXQF7SHDz3",23,33-302-620-7535,4092.49,FURNITURE,furiously regular deposits. regular instructions are sly packages. quickly regular deposits cajole slyly car
40806,446,O,238866.36,1995-09-07,1-URGENT,Clerk#000000437,0,lithely final package,446,Customer#000000446,"Fhchv3LOJrJsfoxwT,0AKFh8Ek",24,34-321-168-5681,9225.6,FURNITURE,"ously ironic warhorses along the permanent, slow requests sleep furiously instructions: fluffily final packages abou"
40870,83,O,177061.72,1995-12-12,1-URGENT,Clerk#000000325,0,"ing dependencies kindle regular, ironic foxes. bold, spec",83,Customer#000000083,"kDJ7dqVuBD9lY,hqjW2O UBz5EGoX9oL",22,32-817-154-4122,6463.51,BUILDING,into beans alongside of the furiously silent theodolites haggle carefully slyly final sauternes. requests cajol
40929,106,O,129830.89,1997-01-02,1-URGENT,Clerk#000000931,0,express instructions. unusual ideas use. sometimes unus,106,Customer#000000106,vkocmr6H6dl,1,11-751-989-4627,3288.42,MACHINERY,ns are furiously final foxes. slyly even accounts thrash fluffily. slyly regular accounts across the u
40930,470,O,130640.62,1998-06-16,1-URGENT,Clerk#000000093,0,"y about the pending, final ideas. bl",470,Customer#000000470,xRrK49xbW4AcHdhaKthyIPdooKaem,20,30-507-458-4433,3597.53,HOUSEHOLD,blithely thin excuses. fluffily pending packages sleep carefully
40931,328,O,70250.69,1997-01-07,1-URGENT,Clerk#000000999,0,ests. blithely even deposits detect slyly. furiously even requests,328,Customer#000000328,"SBxrHZjCmL,xJI2YHumRGRLo9MHC56",5,15-817-180-1487,6709.9,BUILDING,al requests solve furiously after the furiously regular deposits. blithely even excuses nag busily am
40964,743,P,108670.54,1995-05-24,1-URGENT,Clerk#000000758,0, regular ideas sleep slyly above the blithely unusual pinto beans. ,743,Customer#000000743,5hrrF6fzl8L1hojkfAv9FwoH4x2Foz0PY7wd,20,30-743-559-7934,8450.37,HOUSEHOLD,"silent requests. quickly final escapades wake never. bold, bo"
41159,575,O,10632.41,1996-10-29,1-URGENT,Clerk#000000369,0,r accounts. fluffily bold accounts solve blithely. regular sauternes along t,575,Customer#000000575,"XgUJ,C2j0PLYl8VP2f0ABMHJwCTmL7GpH9HN5bGA",1,11-980-134-7627,3652.29,BUILDING,"lithely even, ironic deposits; unusual packages haggle a"
41185,265,F,181412.23,1994-12-07,1-URGENT,Clerk#000000489,0,uld sleep slyly about th,265,Customer#000000265, yJIACHUobrgPnTqp8sRyF9xlSN0MPMQI7O,17,27-716-734-2046,8275.8,MACHINERY,the fluffily regular requests engage
41221,991,F,46056.26,1994-09-13,1-URGENT,Clerk#000000162,0,st the deposits. ruthless ideas after the blithely unusua,991,Customer#000000991,OgZkswZKF7,21,31-977-971-6175,6533.53,AUTOMOBILE,"y final packages. regular, even pinto beans wake. bold packages run furiously. furious, regular d"
